1 CHISAMBA,,,,,,,,,,,
"",BANDA RUPIAH B,MMD,"5,104",57.00,22.93,,,,,
"",HICHILEMA HAKAINDE,UPND,"2,822",31.00,12.68,,,,,
"",SATA MICHAEL C,PF,825,9.00,3.71,,,,,
"",MIYANDA GODFREY K,HERITAGE,130,1.00,0.58,,,,,
Totals for,KALABO CENTRAL,,,,,113,1.26,"8,994","22,262",40.40
135 LIUWA,,,,,,,,,,,
"",,BANDA RUPIAH B,MMD,"2,767",62.00,26.77,,,,,
"",,HICHILEMA HAKAINDE,UPND,"1,300",29.00,12.58,,,,,
"",,SATA MICHAEL C,PF,340,8.00,3.29,,,,,
"",,MIYANDA GODFREY K,HERITAGE,45,1.00,0.44,,,,,
Totals for LIUWA,,,,,,,47,1.04,"4,499","10,336",43.53
136 SIKONGO,,,,,,,,,,,
"",,BANDA RUPIAH B,MMD,"3,392",61.00,21.86,,,,,
"",,HICHILEMA HAKAINDE,UPND,"1,560",28.00,10.06,,,,,
"",,SATA MICHAEL C,PF,425,8.00,2.74,,,,,
"",,MIYANDA GODFREY K,HERITAGE,75,1.00,0.48,,,,,
Totals for SIKONGO,,,,,,,91,1.64,"5,543","15,514",35.73
CONSTITUENCY CANDIDATE,,PARTY,VOTES,%,%,Rejected,Rejected,Total,Registered,Voter
"",,,OBTAINED,Against,Against,Ballot,Ballot,Votes,Voters,Turnout
"",,,,Votes,registered,Papers,Papers %,Cast,,
"",,,,cast,,,,,,
137 KAOMA CENTRAL,,,,,,,,,,
BANDA RUPIAH B,,MMD,"6,327",70.00,22.90,,,,,
HICHILEMA HAKAINDE,,UPND,"1,351",15.00,4.89,,,,,
SATA MICHAEL C,,PF,"1,198",13.00,4.34,,,,,
MIYANDA GODFREY K,,HERITAGE,66,1.00,0.24,,,,,
Totals for KAOMA CENTRAL,,,,,,132,1.45,"9,074","27,626",32.85
138 LUAMPA,,,,,,,,,,
BANDA RUPIAH B,,MMD,"4,754",69.00,27.44,,,,,
HICHILEMA HAKAINDE,,UPND,"1,605",23.00,9.26,,,,,
SATA MICHAEL C,,PF,403,6.00,2.33,,,,,
MIYANDA GODFREY K,,HERITAGE,55,1.00,0.32,,,,,
Totals for LUAMPA,,,,,,107,1.55,"6,924","17,327",39.96
CONSTITUENCY CANDIDATE,,PARTY,VOTES,%,%,Rejected,Rejected,Total,Registered,Voter
"",,,OBTAINED,Against,Against,Ballot,Ballot,Votes,Voters,Turnout
"",,,,Votes,registered,Papers,Papers %,Cast,,
"",,,,cast,,,,,,
139 MANGANGO,,,,,,,,,,
BANDA RUPIAH B,,MMD,"3,671",71.00,25.78,,,,,
HICHILEMA HAKAINDE,,UPND,862,17.00,6.05,,,,,
SATA MICHAEL C,,PF,525,10.00,3.69,,,,,
MIYANDA GODFREY K,,HERITAGE,35,1.00,0.25,,,,,
Totals for MANGANGO,,,,,,52,1.01,"5,145","14,237",36.14
140 LUKULU EAST,,,,,,,,,,
BANDA RUPIAH B,,MMD,"5,198",70.00,24.65,,,,,
HICHILEMA HAKAINDE,,UPND,"1,207",16.00,5.72,,,,,
SATA MICHAEL C,,PF,902,12.00,4.28,,,,,
MIYANDA GODFREY K,,HERITAGE,67,1.00,0.32,,,,,
Totals for LUKULU EAST,,,,,,105,1.40,"7,479","21,086",35.47
CONSTITUENCY CANDIDATE,,PARTY,VOTES,%,%,Rejected,Rejected,Total,Registered,Voter
"",,,OBTAINED,Against,Against,Ballot,Ballot,Votes,Voters,Turnout
"",,,,Votes,registered,Papers,Papers %,Cast,,
"",,,,cast,,,,,,
141 LUKULU WEST,,,,,,,,,,
BANDA RUPIAH B,,MMD,"2,774",72.00,27.36,,,,,
HICHILEMA HAKAINDE,,UPND,633,17.00,6.24,,,,,
SATA MICHAEL C,,PF,350,9.00,3.45,,,,,
MIYANDA GODFREY K,,HERITAGE,25,1.00,0.25,,,,,
Totals for LUKULU WEST,,,,,,49,1.28,"3,831","10,139",37.78
142 LUENA,,,,,,,,,,
BANDA RUPIAH B,,MMD,"5,821",82.00,37.19,,,,,
HICHILEMA HAKAINDE,,UPND,627,9.00,4.01,,,,,
SATA MICHAEL C,,PF,504,7.00,3.22,,,,,
MIYANDA GODFREY K,,HERITAGE,41,1.00,0.26,,,,,
Totals for LUENA,,,,,,77,1.09,"7,070","15,653",45.17
CONSTITUENCY CANDIDATE,,PARTY,VOTES,%,%,Rejected,Rejected,Total,Registered,Voter
"",,,OBTAINED,Against,Against,Ballot,Ballot,Votes,Voters,Turnout
"",,,,Votes,registered,Papers,Papers %,Cast,,
"",,,,cast,,,,,,
143 MONGU CENTRAL,,,,,,,,,,
BANDA RUPIAH B,,MMD,"9,837",69.00,28.10,,,,,
SATA MICHAEL C,,PF,"2,917",21.00,8.33,,,,,
HICHILEMA HAKAINDE,,UPND,"1,150",8.00,3.29,,,,,
MIYANDA GODFREY K,,HERITAGE,125,1.00,0.36,,,,,
Totals for MONGU CENTRAL,,,,,,189,1.33,"14,218","35,005",40.62
144 NALIKWANDA,,,,,,,,,,
BANDA RUPIAH B,,MMD,"4,498",75.00,27.03,,,,,
HICHILEMA HAKAINDE,,UPND,872,15.00,5.24,,,,,
SATA MICHAEL C,,PF,460,8.00,2.76,,,,,
MIYANDA GODFREY K,,HERITAGE,38,1.00,0.23,,,,,
Totals for NALIKWANDA,,,,,,122,2.04,"5,990","16,640",36.00
CONSTITUENCY,CANDIDATE,PARTY,VOTES,%,%,Rejected,Rejected,Total,Registered,Voter
"",,,OBTAINED,Against,Against,Ballot,Ballot,Votes,Voters,Turnout
"",,,,Votes,registered,Papers,Papers %,Cast,,
"",,,,cast,,,,,,
145 NALOLO,,,,,,,,,,
"",BANDA RUPIAH B,MMD,"5,412",75.00,26.58,,,,,
"",SATA MICHAEL C,PF,953,13.00,4.68,,,,,
"",HICHILEMA HAKAINDE,UPND,728,10.00,3.58,,,,,
"",MIYANDA GODFREY K,HERITAGE,58,1.00,0.28,,,,,
Totals for NALOLO,,,,,,57,0.79,"7,208","20,359",35.40
146 SENANGA,,,,,,,,,,
"",BANDA RUPIAH B,MMD,"5,766",71.00,24.49,,,,,
"",HICHILEMA HAKAINDE,UPND,"1,368",17.00,5.81,,,,,
"",SATA MICHAEL C,PF,759,9.00,3.22,,,,,
"",MIYANDA GODFREY K,HERITAGE,73,1.00,0.31,,,,,
Totals for SENANGA,,,,,,117,1.45,"8,083","23,549",34.32
CONSTITUENCY CANDIDATE,,PARTY,VOTES,%,%,Rejected,Rejected,Total,Registered,Voter
"",,,OBTAINED,Against,Against,Ballot,Ballot,Votes,Voters,Turnout
"",,,,Votes,registered,Papers,Papers %,Cast,,
"",,,,cast,,,,,,
147 SINJEMBELA,,,,,,,,,,
BANDA RUPIAH B,,MMD,"6,284",51.00,19.96,,,,,
HICHILEMA HAKAINDE,,UPND,"4,931",40.00,15.66,,,,,
SATA MICHAEL C,,PF,554,4.00,1.76,,,,,
MIYANDA GODFREY K,,HERITAGE,345,3.00,1.10,,,,,
Totals for SINJEMBELA,,,,,,313,2.52,"12,427","31,489",39.46
148 MULOBEZI,,,,,,,,,,
BANDA RUPIAH B,,MMD,"3,119",65.00,28.99,,,,,
HICHILEMA HAKAINDE,,UPND,"1,362",29.00,12.66,,,,,
SATA MICHAEL C,,PF,201,4.00,1.87,,,,,
MIYANDA GODFREY K,,HERITAGE,39,1.00,0.36,,,,,
Totals for MULOBEZI,,,,,,55,1.15,"4,776","10,760",44.39
CONSTITUENCY,CANDIDATE,PARTY,VOTES,%,%,Rejected,Rejected,Total,Registered,Voter
"",,,OBTAINED,Against,Against,Ballot,Ballot,Votes,Voters,Turnout
"",,,,Votes,registered,Papers,Papers %,Cast,,
"",,,,cast,,,,,,
149 MWANDI,,,,,,,,,,
"",BANDA RUPIAH B,MMD,"3,173",74.00,32.18,,,,,
"",HICHILEMA HAKAINDE,UPND,914,21.00,9.27,,,,,
"",SATA MICHAEL C,PF,151,4.00,1.53,,,,,
"",MIYANDA GODFREY K,HERITAGE,34,1.00,0.34,,,,,
Totals for MWANDI,,,,,,41,0.95,"4,313","9,859",43.75
150 SESHEKE,,,,,,,,,,
"",BANDA RUPIAH B,MMD,"4,096",67.00,28.05,,,,,
"",HICHILEMA HAKAINDE,UPND,"1,431",24.00,9.80,,,,,
"",SATA MICHAEL C,PF,424,7.00,2.90,,,,,
"",MIYANDA GODFREY K,HERITAGE,48,1.00,0.33,,,,,
Totals for SESHEKE,,,,,,78,1.28,"6,077","14,600",41.62
